suburb,postcode,latitude,longitude,isNewDevelopment,bathrooms,bedrooms,carspaces,propertyTypes,status,channel,price_per_week,time_to_nearest_train_station(min),distance_to_nearest_train_station(km),distance_to_nearest_school(km),time_to_nearest_school(min)
Melbourne,3000,-37.8125509,144.9627482,False,1,2,0,apartmentUnitFlat,live,residential,550.0,2.31,0.96,0.87,2.14
Soldiers Hill,3350,-37.5467774,143.8582213,False,2,3,2,house,live,residential,480.0,3.38,1.69,0.38,0.78
Doncaster East,3109,-37.7905945,145.1557241,False,2,4,2,house,live,residential,895.0,8.71,4.53,0.2,0.55
Knoxfield,3180,-37.8918974,145.2564588,False,2,3,1,house,live,residential,550.0,8.67,5.62,1.29,3.1
West Footscray,3012,-37.807083,144.876119,False,1,3,2,house,live,residential,680.0,2.25,1.02,1.3,3.33
Noble Park,3174,-37.9783722,145.1940322,False,1,3,1,house,live,residential,480.0,3.54,2.16,0.99,1.7
Melbourne,3000,-37.8097879,144.9596466,False,1,2,0,apartmentUnitFlat,live,residential,800.0,1.21,0.55,0.75,1.7
Horsham,3400,-36.7020369,142.2047631,False,1,3,0,house,live,residential,280.0,78.36,97.65,1.91,3.4
Craigieburn,3064,-37.5903802,144.9174538,False,2,3,2,house,live,residential,580.0,7.28,3.36,1.67,4.19
Winter Valley,3358,-37.5696865,143.7853765,False,2,4,2,house,live,residential,450.0,10.29,7.02,3.78,5.72
Werribee,3030,-37.8887067,144.6342079,False,2,3,2,house,live,residential,460.0,6.11,3.58,1.27,2.68
Footscray,3011,-37.8016497,144.8928857,False,1,2,1,apartmentUnitFlat,live,residential,550.0,0.5,0.17,0.46,1.56
Ivanhoe,3079,-37.754952,145.0540423,False,1,1,1,apartmentUnitFlat,live,residential,470.0,2.83,1.35,1.26,3.05
Clifton Hill,3068,-37.7889819,144.9970192,False,1,2,1,house,live,residential,800.0,0.43,0.14,0.7,2.14
Northcote,3070,-37.7614624,144.9895671,False,2,4,2,house,live,residential,1100.0,3.52,1.86,0.5,1.24
Strathdale,3550,-36.7565633,144.3086172,False,2,3,1,house,live,residential,650.0,6.81,3.5,2.61,4.76
Collingwood,3066,-37.8089546,144.9911145,False,1,1,1,apartmentUnitFlat,live,residential,550.0,2.3,0.82,0.78,2.08
Dandenong,3175,-37.9976583,145.1978677,False,2,3,2,house,live,residential,695.0,5.64,1.71,1.21,4.22
Southbank,3006,-37.8276686,144.9566961,False,1,1,1,apartmentUnitFlat,live,residential,600.0,3.76,1.61,0.7,1.87
Seaford,3198,-38.0963216,145.1293711,False,2,3,1,house,live,residential,550.0,2.24,1.2,1.18,2.34
Heidelberg,3084,-37.7529608,145.0675159,False,1,2,1,house,live,residential,500.0,2.1,1.03,0.2,0.3
Melbourne,3000,-37.8147019,144.9542282,False,1,2,1,apartmentUnitFlat,live,residential,795.0,1.49,0.64,0.43,1.05
Altona North,3025,-37.8307377,144.8657768,False,2,3,2,townhouse,live,residential,750.0,5.87,3.41,2.01,4.06
Melbourne,3000,-37.8089779,144.9668783,False,1,1,0,apartmentUnitFlat,live,residential,400.0,1.18,0.41,0.69,1.59
Belmont,3216,-38.1733833,144.3322619,False,1,3,1,house,live,residential,390.0,6.57,3.64,0.39,0.9
Ormond,3204,-37.9033744,145.0329954,False,1,2,2,house,live,residential,510.0,1.79,1.12,0.7,0.98
Blackburn,3130,-37.8162183,145.1540589,False,2,4,2,house,live,residential,830.0,1.75,0.87,0.51,1.56
McCrae,3938,-38.349455,144.9269372,False,2,3,2,townhouse,live,residential,800.0,25.21,26.65,1.78,3.35
Box Hill,3128,-37.8169663,145.1245264,False,2,2,1,apartmentUnitFlat,live,residential,645.0,3.23,1.4,0.58,1.7
Caulfield North,3161,-37.8682764,145.0159889,False,1,2,1,apartmentUnitFlat,live,residential,530.0,3.43,1.81,0.89,1.49
North Melbourne,3051,-37.8047198,144.9486746,False,1,2,1,apartmentUnitFlat,live,residential,550.0,3.26,1.14,0.67,2.14
Springvale,3171,-37.9474355,145.1407385,False,2,3,2,townhouse,live,residential,635.0,3.56,1.4,0.71,2.38
Newborough,3825,-38.1871357,146.2867668,False,1,1,1,apartmentUnitFlat,live,residential,260.0,4.89,2.77,0.5,0.6
Echuca,3564,-36.1279242,144.7599013,False,1,1,1,apartmentUnitFlat,live,residential,1430.0,2.03,1.06,0.7,1.39
Prahran,3181,-37.8582483,145.0017203,False,1,1,0,apartmentUnitFlat,live,residential,350.0,3.28,1.16,0.49,0.98
Sebastopol,3356,-37.601047,143.8406886,False,1,2,1,house,live,residential,390.0,9.28,5.53,0.65,0.85
North Melbourne,3051,-37.797854,144.949272,False,1,4,3,house,live,residential,900.0,3.72,1.67,0.62,1.66
Ringwood,3134,-37.8000339,145.2447483,False,3,5,2,house,live,residential,800.0,5.59,2.89,0.64,1.52
Clyde,3978,-38.1316696,145.3713108,False,2,4,2,house,live,residential,610.0,15.21,11.71,4.69,9.28
Noble Park,3174,-37.9670532,145.1820333,False,2,2,1,townhouse,live,residential,500.0,2.91,1.0,0.53,2.14
Lara,3212,-38.01391419999999,144.3562992,False,2,4,2,house,live,residential,560.0,10.45,6.22,5.2,8.0
Hoppers Crossing,3029,-37.873504,144.6880933,False,1,1,1,studio,live,residential,315.0,4.54,2.16,0.34,0.97
St Kilda East,3183,-37.86050850000001,145.006675,False,1,2,2,apartmentUnitFlat,live,residential,645.0,4.1,1.63,0.96,1.81
Carlton,3053,-37.80473629999999,144.9667981,False,1,1,0,apartmentUnitFlat,live,residential,350.0,2.2,0.89,0.56,1.17
Windsor,3181,-37.8543501,144.9837643,False,1,1,1,apartmentUnitFlat,live,residential,525.0,3.03,1.02,0.83,2.83
Rye,3941,-38.3886585,144.8074673,False,2,3,1,house,live,residential,650.0,38.26,40.38,3.27,5.23
Pascoe Vale,3044,-37.7276018,144.9424418,False,1,3,1,apartmentUnitFlat,live,residential,650.0,3.47,1.75,0.37,1.48
Bulleen,3105,-37.7689691,145.0973523,False,2,4,2,house,live,residential,850.0,7.11,4.12,0.85,1.45
Westmeadows,3049,-37.6750468,144.9060815,False,2,3,2,house,live,residential,530.0,6.4,2.74,1.59,2.78
Kilsyth,3137,-37.804535,145.3145117,False,1,4,2,house,live,residential,650.0,4.51,2.81,0.48,1.33
Windsor,3181,-37.8584013,144.9994698,False,1,1,1,apartmentUnitFlat,live,residential,410.0,3.47,1.26,0.6,1.18
Noble Park,3174,-37.9765258,145.1731793,False,1,2,1,apartmentUnitFlat,live,residential,460.0,3.9,2.68,0.46,1.41
Port Melbourne,3207,-37.844256,144.9441601,False,1,2,1,apartmentUnitFlat,live,residential,650.0,8.57,4.3,0.34,0.72
Hampton East,3188,-37.9378195,145.0241973,False,1,2,1,townhouse,live,residential,650.0,4.26,2.87,0.14,0.3
Endeavour Hills,3802,-37.9638623,145.2628647,False,1,3,2,house,live,residential,500.0,12.42,7.39,0.47,0.96
Warrnambool,3280,-38.3960533,142.5045617,False,1,3,1,house,live,residential,500.0,6.93,3.7,1.27,2.73
Bulleen,3105,-37.7755188,145.0917447,False,2,3,2,townhouse,live,residential,650.0,8.62,5.27,1.99,2.96
Northcote,3070,-37.7826628,145.0112839,False,1,1,1,apartmentUnitFlat,live,residential,400.0,1.82,0.72,1.07,3.09
Richmond,3121,-37.8180374,144.9959863,False,2,2,1,apartmentUnitFlat,live,residential,650.0,3.03,1.3,0.66,1.53
South Melbourne,3205,-37.8340507,144.9713202,False,1,1,0,apartmentUnitFlat,live,residential,500.0,3.79,1.87,0.48,1.5
Bentleigh East,3165,-37.9277194,145.0708773,False,1,3,1,house,live,residential,675.0,7.2,3.8,0.62,2.34
Abbotsford,3067,-37.8117719,145.0141432,False,1,2,1,apartmentUnitFlat,live,residential,670.0,4.25,2.12,1.1,2.34
Waubra,3352,-37.3724802,143.5857397,False,2,3,2,house,live,residential,440.0,27.5,33.46,7.76,8.99
Glen Iris,3146,-37.8533406,145.0445402,False,1,1,1,apartmentUnitFlat,live,residential,440.0,0.98,0.7,1.1,1.74
Kalkallo,3064,-37.522437,144.9526271,False,2,4,2,house,live,residential,530.0,7.8,4.51,2.28,3.79
Endeavour Hills,3802,-37.9922884,145.2601808,False,1,3,1,apartmentUnitFlat,live,residential,520.0,12.16,5.69,0.8,2.73
Berwick,3806,-38.07335,145.3610583,False,2,3,2,townhouse,live,residential,570.0,7.66,4.34,2.12,4.25
West Footscray,3012,-37.8076998,144.8705649,False,1,1,1,apartmentUnitFlat,live,residential,310.0,2.51,1.65,0.48,1.09
Sunbury,3429,-37.5763565,144.7607788,False,2,4,2,house,live,residential,600.0,11.96,7.59,2.54,5.64
Melbourne,3000,-37.8095025,144.9566681,False,1,2,0,apartmentUnitFlat,live,residential,580.0,0.96,0.44,0.65,1.45
Seymour,3660,-37.0315741,145.15442,False,1,3,5,house,live,residential,390.0,4.45,2.08,2.15,4.98
Noble Park,3174,-37.97050970000001,145.171736,False,3,4,2,townhouse,live,residential,800.0,2.76,1.09,0.22,0.64
Hampton Park,3976,-38.032143,145.27252,False,1,3,2,house,live,residential,500.0,4.81,2.15,1.13,2.1
Geelong,3220,-38.1493639,144.3707998,False,1,2,1,apartmentUnitFlat,live,residential,440.0,4.84,2.06,0.68,1.59
Springvale,3171,-37.952519,145.148706,False,1,2,1,apartmentUnitFlat,live,residential,440.0,2.18,0.83,0.52,2.17
Prahran,3181,-37.8518224,144.9948405,False,1,1,1,apartmentUnitFlat,live,residential,500.0,3.34,0.76,0.69,2.34
Mernda,3754,-37.6014681,145.0705326,False,2,4,2,house,live,residential,520.0,5.93,3.44,2.5,4.21
Dandenong,3175,-37.9759061,145.2107929,False,1,3,1,apartmentUnitFlat,live,residential,520.0,5.71,2.76,0.33,0.36
Windsor,3181,-37.8547985,144.9943216,False,2,3,2,apartmentUnitFlat,live,residential,875.0,1.49,0.35,0.41,1.25
McKinnon,3204,-37.9118858,145.0414029,False,2,3,2,townhouse,live,residential,1000.0,1.06,0.41,0.7,1.12
Carrum Downs,3201,-38.0889383,145.1730736,False,2,3,1,townhouse,live,residential,560.0,14.8,7.86,2.83,6.81
Geelong West,3218,-38.1354783,144.3443963,False,1,3,0,house,live,residential,550.0,4.96,2.43,0.36,1.06
Harkness,3337,-37.6559661,144.5663281,False,2,4,2,house,live,residential,460.0,15.05,7.4,3.4,7.3
Castlemaine,3450,-37.0632314,144.2100829,False,1,3,2,house,live,residential,600.0,4.61,1.13,0.87,3.46
Hamlyn Heights,3215,-38.1250235,144.3268741,False,2,3,2,townhouse,live,residential,560.0,8.0,4.27,0.57,1.54
Strathfieldsaye,3551,-36.80775,144.3570478,False,1,3,2,house,live,residential,480.0,15.85,9.17,0.82,2.28
Clyde North,3978,-38.1030037,145.378633,False,2,4,2,house,live,residential,850.0,15.33,8.73,0.38,1.51
South Yarra,3141,-37.8389708,144.9984682,False,1,1,0,apartmentUnitFlat,live,residential,420.0,1.73,0.66,0.35,0.88
Harkness,3337,-37.6613191,144.5710624,False,1,3,2,house,live,residential,440.0,13.78,6.71,2.71,6.04
Burwood East,3151,-37.84993970000001,145.1458953,False,1,3,2,house,live,residential,635.0,7.93,3.89,0.65,2.06
Melbourne,3004,-37.8509201,144.9814341,False,2,2,1,apartmentUnitFlat,live,residential,775.0,2.99,1.27,0.82,2.18
Killawarra,3678,-36.2428826,146.2468445,False,1,3,2,house,live,residential,520.0,15.81,16.24,13.23,9.82
Pakenham,3810,-38.0716291,145.4434621,False,2,3,2,house,live,residential,600.0,2.88,0.72,0.71,2.37
Prahran,3181,-37.8502246,145.0026636,False,1,1,0,apartmentUnitFlat,live,residential,440.0,2.38,1.29,1.1,2.41
Footscray,3011,-37.8003267,144.9095584,False,1,1,1,apartmentUnitFlat,live,residential,510.0,2.3,0.89,0.61,1.38
Keilor Downs,3038,-37.72038999999999,144.8052061,False,2,4,2,house,live,residential,600.0,6.81,3.05,0.55,2.02
Maribyrnong,3032,-37.7705112,144.8793568,False,2,3,2,townhouse,live,residential,695.0,8.15,4.26,1.71,3.91
Southbank,3006,-37.8256857,144.9620835,False,2,2,1,apartmentUnitFlat,live,residential,790.0,3.95,1.48,0.82,1.94
West Melbourne,3003,-37.8109097,144.951439,False,1,1,0,apartmentUnitFlat,live,residential,450.0,1.88,0.78,0.52,1.17
Ouyen,3490,-35.0670378,142.3231147,False,1,3,1,house,live,residential,330.0,92.13,134.1,0.28,1.1
Melbourne,3000,-37.8075604,144.9674222,False,1,2,0,apartmentUnitFlat,live,residential,700.0,1.61,0.62,0.79,1.77
Newcomb,3219,-38.1614389,144.3915865,False,1,3,2,house,live,residential,450.0,6.68,3.51,0.71,1.58
Box Hill South,3128,-37.8379668,145.1120513,False,1,2,2,apartmentUnitFlat,live,residential,570.0,6.04,3.47,1.3,3.26
South Yarra,3141,-37.8364234,144.9943247,False,1,1,1,house,live,residential,550.0,1.24,0.41,0.78,1.97
Seddon,3011,-37.8042814,144.88579,False,1,3,1,house,live,residential,780.0,1.66,0.74,1.49,3.2
Frankston,3199,-38.1424185,145.1219893,False,1,2,0,apartmentUnitFlat,live,residential,500.0,3.93,1.26,0.93,2.76
South Yarra,3141,-37.8364683,144.9937827,False,1,1,0,apartmentUnitFlat,live,residential,480.0,1.19,0.38,0.74,1.92
Stawell,3380,-37.0596672,142.7867647,False,1,3,1,house,live,residential,380.0,26.16,29.89,0.01,0.01
Keilor Downs,3038,-37.7138482,144.8069186,False,2,4,2,house,live,residential,640.0,8.11,4.06,0.5,1.27
South Yarra,3141,-37.8371447,144.9871768,False,2,2,1,townhouse,live,residential,945.0,1.91,0.74,0.53,1.06
Epping,3076,-37.6316084,145.0309287,False,2,3,2,house,live,residential,520.0,7.48,3.31,1.06,2.08
Bonnie Brook,3335,-37.7139532,144.6878646,False,2,5,2,house,live,residential,530.0,11.31,6.01,2.19,5.65
Tatura,3616,-36.4433773,145.2241615,False,1,1,0,apartmentUnitFlat,live,residential,250.0,15.52,16.59,0.64,1.59
Altona Meadows,3028,-37.8790136,144.78106,False,2,3,2,house,live,residential,630.0,5.38,2.7,1.27,2.72
Hawthorn,3122,-37.814917,145.0249913,False,1,2,1,apartmentUnitFlat,live,residential,500.0,3.4,1.6,0.67,1.87
Docklands,3008,-37.8156528,144.9382439,False,1,1,0,apartmentUnitFlat,live,residential,560.0,3.5,1.7,0.53,1.52
Truganina,3029,-37.8446428,144.7369973,False,2,4,2,house,live,residential,600.0,6.77,4.21,0.5,1.13
Donnybrook,3064,-37.5429769,144.9786817,False,2,4,2,house,live,residential,550.0,2.98,1.47,3.05,4.88
Grovedale,3216,-38.2066839,144.3384886,False,1,2,1,house,live,residential,430.0,4.95,2.85,1.77,4.0
Docklands,3008,-37.8148569,144.939884,False,1,2,1,apartmentUnitFlat,live,residential,630.0,2.99,1.49,0.32,1.01
Bell Park,3215,-38.107329,144.3363713,False,1,3,0,house,live,residential,360.0,7.57,3.74,0.25,1.01
Clayton,3168,-37.9192745,145.1306385,False,1,3,2,house,live,residential,600.0,5.72,2.43,0.93,3.08
Kew,3101,-37.8047427,145.0361399,False,1,1,1,apartmentUnitFlat,live,residential,530.0,4.22,2.22,0.09,0.18
Warrnambool,3280,-38.3594252,142.5120954,False,2,4,2,house,live,residential,650.0,9.72,5.69,2.6,3.82
Berwick,3806,-38.052795,145.3584459,False,1,3,1,house,live,residential,670.0,5.37,2.26,1.75,4.66
Murrumbeena,3163,-37.8853532,145.0670477,False,3,4,3,townhouse,live,residential,950.0,2.12,0.73,0.46,0.96
Southbank,3006,-37.8307587,144.9675355,False,1,2,1,apartmentUnitFlat,live,residential,630.0,3.91,1.72,0.53,1.9
Fitzroy North,3068,-37.7749812,144.9803147,False,1,2,1,townhouse,live,residential,650.0,4.39,1.47,0.37,1.02
Clyde North,3978,-38.1087038,145.3410724,False,2,4,2,house,live,residential,650.0,10.97,6.34,1.13,4.02
Bulleen,3105,-37.7658166,145.0821012,False,2,2,1,apartmentUnitFlat,live,residential,650.0,6.36,3.08,1.59,2.89
Seaford,3198,-38.1245529,145.1288107,False,1,3,2,house,live,residential,500.0,1.72,0.86,0.47,1.26
Glen Waverley,3150,-37.8913674,145.157987,False,1,3,2,house,live,residential,600.0,4.96,1.67,0.92,2.28
Braybrook,3019,-37.7898711,144.8509204,False,2,3,1,house,live,residential,570.0,4.92,2.26,0.68,1.64
Docklands,3008,-37.81905649999999,144.9480307,False,1,1,1,apartmentUnitFlat,live,residential,550.0,0.82,0.31,1.3,3.31
Brighton,3186,-37.9106001,144.9974369,False,1,3,2,house,live,residential,750.0,2.3,0.97,0.39,1.05
Glen Iris,3146,-37.8598018,145.0601589,False,1,1,1,apartmentUnitFlat,live,residential,500.0,1.35,0.38,0.77,1.47
St Kilda,3182,-37.8677997,144.9808937,False,1,2,1,apartmentUnitFlat,live,residential,680.0,3.31,1.25,0.91,2.3
Cranbourne North,3977,-38.0743437,145.325032,False,2,4,2,house,live,residential,650.0,11.35,5.52,1.27,3.18
Chelsea Heights,3196,-38.0469487,145.1327079,False,2,3,4,house,live,residential,680.0,4.25,2.07,0.57,1.76
Point Cook,3030,-37.8919102,144.7327617,False,2,4,2,house,live,residential,600.0,8.71,5.33,0.86,1.73
Footscray,3011,-37.7911209,144.8888622,False,2,2,1,apartmentUnitFlat,live,residential,560.0,3.9,1.78,0.68,1.51
Ballarat Central,3350,-37.5580048,143.8530749,False,1,2,1,apartmentUnitFlat,live,residential,450.0,3.04,1.25,1.33,3.3
Carlton,3053,-37.7946092,144.9746587,False,1,3,1,house,live,residential,900.0,5.31,2.19,0.7,1.99
Leopold,3224,-38.1903093,144.4725425,False,2,3,1,house,live,residential,480.0,15.43,13.21,1.39,2.71
Dandenong,3175,-37.9828451,145.2159983,False,1,2,1,apartmentUnitFlat,live,residential,380.0,4.61,1.68,0.9,1.72
Traralgon,3844,-38.18821450000001,146.5528115,False,1,1,1,apartmentUnitFlat,live,residential,285.0,3.29,2.06,1.77,3.18
Cranbourne,3977,-38.101646,145.2781634,False,1,2,1,apartmentUnitFlat,live,residential,440.0,1.54,0.77,0.27,1.08
Clyde North,3978,-38.1129753,145.3238561,False,2,4,2,house,live,residential,580.0,9.96,5.68,1.48,3.21
Springvale,3171,-37.9356853,145.1573218,False,1,3,2,house,live,residential,480.0,5.13,1.82,0.54,1.93
Bell Post Hill,3215,-38.0980117,144.3322989,False,1,3,3,house,live,residential,480.0,6.49,3.96,1.43,2.36
Melbourne,3000,-37.8114904,144.9606243,False,1,2,0,apartmentUnitFlat,live,residential,650.0,1.44,0.51,0.72,1.94
Preston,3072,-37.7346678,145.0229615,False,1,3,2,house,live,residential,600.0,5.04,2.58,0.79,1.83
Truganina,3029,-37.8226591,144.7083222,False,2,4,2,house,live,residential,590.0,5.62,3.29,2.83,4.86
Truganina,3029,-37.7479841,144.6789212,False,2,3,2,house,live,residential,500.0,6.01,4.91,3.35,5.44
Clifton Springs,3222,-38.1535107,144.5743357,False,2,3,1,house,live,residential,450.0,26.31,22.95,1.76,2.61
Carlton,3053,-37.8060151,144.9632728,False,1,1,0,apartmentUnitFlat,live,residential,450.0,2.36,0.94,0.88,2.29
Miners Rest,3352,-37.4769919,143.8022692,False,1,2,2,house,live,residential,400.0,12.56,7.68,1.74,4.61
Cowes,3922,-38.4484419,145.2422305,False,1,1,1,house,live,residential,360.0,92.48,108.01,1.42,3.6
Blackburn South,3130,-37.8467056,145.144906,False,1,3,2,house,live,residential,600.0,6.98,4.12,0.4,0.71
Lara,3212,-38.0135485,144.3837452,False,2,4,2,house,live,residential,560.0,9.07,4.19,0.75,2.37
Caroline Springs,3023,-37.7063141,144.7333397,False,2,4,2,house,live,residential,550.0,10.92,5.44,1.51,3.96
Truganina,3029,-37.7503125,144.6775567,False,2,4,2,house,live,residential,550.0,6.54,4.84,3.27,5.97
Point Cook,3030,-37.9167318,144.7875925,False,2,4,2,house,live,residential,560.0,17.14,8.72,2.17,4.32
Bentleigh,3204,-37.9205689,145.0448167,False,1,2,1,apartmentUnitFlat,live,residential,520.0,2.17,0.98,0.84,1.32
Canadian,3350,-37.5743726,143.877851,False,1,3,1,house,live,residential,380.0,7.38,3.31,0.6,1.6
Altona North,3025,-37.8321432,144.8534164,False,2,3,1,house,live,residential,650.0,6.17,4.14,0.93,1.92
Tarneit,3029,-37.838093,144.6351055,False,2,4,2,house,live,residential,550.0,12.82,6.68,2.36,5.14
Windsor,3181,-37.8584013,144.9994698,False,1,1,1,apartmentUnitFlat,live,residential,430.0,3.47,1.26,0.6,1.18
Tawonga South,3698,-36.7365046,147.1594191,False,1,2,1,townhouse,live,residential,500.0,71.06,87.89,1.54,2.54
Abbotsford,3067,-37.8112281,145.0094575,False,2,2,1,apartmentUnitFlat,live,residential,730.0,3.15,1.66,0.66,1.41
Murrumbeena,3163,-37.8866454,145.0699216,False,1,1,1,apartmentUnitFlat,live,residential,450.0,2.5,0.89,0.06,0.18
Strathtulloh,3338,-37.727704,144.5938177,False,2,4,2,house,live,residential,560.0,5.69,2.4,1.59,3.8
Eastwood,3875,-37.8122602,147.6246028,False,2,4,2,house,live,residential,550.0,6.49,3.56,0.8,2.06
Ararat,3377,-37.2807904,142.9202886,False,1,2,2,house,live,residential,370.0,4.47,1.71,0.51,2.06
Mildura,3500,-34.1708834,142.145668,False,2,3,2,house,live,residential,475.0,160.46,220.39,1.45,2.17
Longwarry,3816,-38.110706,145.769227,False,1,2,1,apartmentUnitFlat,live,residential,420.0,0.93,0.35,0.6,2.23
Malvern East,3145,-37.8910886,145.0864608,False,2,2,1,apartmentUnitFlat,live,residential,650.0,4.0,1.49,0.58,1.86
South Melbourne,3205,-37.8366262,144.9668767,False,1,1,1,apartmentUnitFlat,live,residential,580.0,5.72,2.69,0.17,0.6
Collingwood,3066,-37.8028056,144.9889557,False,2,3,0,house,live,residential,1200.0,3.33,0.97,0.2,0.81
Macedon,3440,-37.4176689,144.5559157,False,2,4,4,house,live,residential,710.0,2.01,1.37,0.76,0.91
Werribee,3030,-37.9171408,144.6077947,False,2,4,2,house,live,residential,550.0,8.99,5.43,1.07,2.26
Creswick,3363,-37.4076525,143.890712,False,2,3,2,house,live,residential,460.0,5.44,2.76,0.22,0.68
Clifton Springs,3222,-38.1468422,144.5780233,False,2,3,2,apartmentUnitFlat,live,residential,440.0,28.03,23.85,2.66,4.33
Ascot Vale,3032,-37.7747958,144.9233344,False,3,3,2,townhouse,live,residential,795.0,1.23,0.53,0.31,1.03
Reservoir,3073,-37.727,145.0127605,False,1,3,0,house,live,residential,650.0,4.28,2.14,0.72,2.7
Williams Landing,3027,-37.8634801,144.734993,False,2,4,2,house,live,residential,600.0,4.12,2.13,2.33,4.47
Deer Park,3023,-37.7720676,144.7717168,False,1,3,1,house,live,residential,420.0,2.2,0.77,0.66,1.56
Port Fairy,3284,-38.3850458,142.2219283,False,1,2,4,house,live,residential,420.0,28.6,29.03,0.82,1.32
Alphington,3078,-37.7805532,145.0337143,False,1,2,2,apartmentUnitFlat,live,residential,665.0,1.72,0.67,0.24,0.61
Beveridge,3753,-37.4716823,144.9629276,False,2,4,2,house,live,residential,510.0,11.65,10.12,1.71,3.15
Carrum Downs,3201,-38.0991742,145.1897135,False,2,3,1,townhouse,live,residential,560.0,14.46,8.43,0.87,3.29
Point Lonsdale,3225,-38.2627405,144.604999,False,2,4,2,house,live,residential,650.0,30.79,29.13,2.87,5.42
Doncaster East,3109,-37.7783301,145.1687259,False,2,4,2,house,live,residential,800.0,11.09,5.98,0.96,1.77
Preston,3072,-37.7403933,145.021992,False,1,2,1,townhouse,live,residential,550.0,4.19,1.98,0.37,1.01
Melbourne,3000,-37.8139473,144.9520227,False,1,2,1,apartmentUnitFlat,live,residential,700.0,1.98,0.87,0.44,1.51
Southbank,3006,-37.8236674,144.9631638,False,2,2,1,apartmentUnitFlat,live,residential,750.0,3.89,1.42,0.76,2.01
Strathtulloh,3338,-37.7312667,144.6115188,False,2,4,2,house,live,residential,495.0,8.79,7.46,3.43,6.96
Chadstone,3148,-37.8825813,145.1068615,False,1,3,2,townhouse,live,residential,750.0,3.14,1.61,1.06,2.62
Whittlesea,3757,-37.5114755,145.1165163,False,2,2,0,apartmentUnitFlat,live,residential,450.0,14.0,11.33,0.43,1.16
Donnybrook,3064,-37.5474002,144.9644715,False,2,3,2,house,live,residential,480.0,3.47,1.83,3.33,6.11
